id,Name,Description,State,DefaultAction,Role,visible,is_keyboard_focusable,Control_Type,Top Position,Left Position,Length,Height,Area,has_children,has_invoke,has_selection,has_expand,has_selection_item,has_toggle,has_text,has_value,has_range_value,has_grid,has_grid_item,has_table,has_table_item,has_scroll_item,has_scroll,has_transform,has_transformV2,has_window,has_item_container,has_virtuzed_item,IsMenu
2-583-600-1643-668, g  Not yet..let's push it to tomorrow..I just woke up..had a long work night  sent at 11:19 AM.,,1048576,click,16,TRUE,TRUE,Group,608,591,1060,68,72080,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-583-668-1643-735,  Ok sent at 11:19 AM.,,1048576,click,16,TRUE,TRUE,Group,676,591,1060,67,71020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-583-735-1643-771,Today,,1048576,click,16,TRUE,TRUE,Group,743,591,1060,36,38160,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-583-771-1643-838,  Ready? sent at 11:01 AM.,,1048576,click,16,TRUE,TRUE,Group,779,591,1060,67,71020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-583-838-1643-862,Conversation read up to this point by 1 person.,,1048576,click,16,TRUE,TRUE,Group,846,591,1060,24,25440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-583-918-1643-944,,,1048576,click,16,TRUE,TRUE,Pane,926,591,1060,26,27560,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-583-13-623-55, g  profile,,1048576,press,43,TRUE,TRUE,Button,21,591,40,42,1680,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-644-42-754-61,Sorry in a meeting,,0,click ancestor,41,TRUE,FALSE,Text,50,652,110,19,2090,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-765-30-810-69,React to this message,React to this message,1048576,press,43,TRUE,TRUE,Button,38,773,45,39,1755,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-644-82-720-101,Will call later,,0,click ancestor,41,TRUE,FALSE,Text,90,652,76,19,1444,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-731-72-776-111,React to this message,React to this message,1048576,press,43,TRUE,TRUE,Button,80,739,45,39,1755,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1396-149-1581-168,Do you have an estimate time?,,0,click ancestor,41,TRUE,FALSE,Text,157,1404,185,19,3515,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-583-188-623-230, g  profile,,1048576,press,43,TRUE,TRUE,Button,196,591,40,42,1680,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-644-217-700-236,Around 2,,0,click ancestor,41,TRUE,FALSE,Text,225,652,56,19,1064,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-643-246-673-276,  reacted with a Yes.,See who reacted with emoticon Yes,1048576,press,43,TRUE,TRUE,Button,254,651,30,30,900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-714-205-759-244,React to this message,React to this message,1048576,press,43,TRUE,TRUE,Button,213,722,45,39,1755,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1538-320-1581-339,Ready?,,0,click ancestor,41,TRUE,FALSE,Text,328,1546,43,19,817,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1091-369-1135-385,2:40 PM,,0,,41,TRUE,FALSE,Text,377,1099,44,16,704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-633-405-1593-441,Wednesday,,1048576,click ancestor,20,TRUE,TRUE,Text,413,641,960,36,34560,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1087-461-1139-477,11:44 AM,,0,,41,TRUE,FALSE,Text,469,1095,52,16,832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-633-497-1593-533,Yesterday,,1048576,click ancestor,20,TRUE,TRUE,Text,505,641,960,36,34560,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1538-571-1581-590,Ready?,,0,click ancestor,41,TRUE,FALSE,Text,579,1546,43,19,817,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-583-610-623-652, g  profile,,1048576,press,43,TRUE,TRUE,Button,618,591,40,42,1680,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-644-639-1072-658,Not yet..let's push it to tomorrow..I just woke up..had a long work night ,,0,click ancestor,41,TRUE,FALSE,Text,647,652,428,19,8132,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1083-627-1128-666,React to this message,React to this message,1048576,press,43,TRUE,TRUE,Button,635,1091,45,39,1755,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1553-706-1571-725,Ok,,0,click ancestor,41,TRUE,FALSE,Text,714,1561,18,19,342,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-633-735-1593-771,Today,,1048576,click ancestor,20,TRUE,TRUE,Text,743,641,960,36,34560,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1538-809-1581-828,Ready?,,0,click ancestor,41,TRUE,FALSE,Text,817,1546,43,19,817,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1573-838-1593-862,Conversation read up to this point by 1 person.,,1048576,press,43,TRUE,TRUE,Button,846,1581,20,24,480,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-8-196-158-228,Meet Now,Meet Now,1074790400,open,57,TRUE,TRUE,MenuItem,204,16,150,32,4800,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2-167-196-313-228,New Chat,New Chat,1074790400,open,57,TRUE,TRUE,MenuItem,204,175,146,32,4672,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2-10-248-95-264,Sort menu Recent chats,,1074790400,open,57,TRUE,TRUE,MenuItem,256,18,85,16,1360,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-60-204-116-220,Meet Now,,0,,41,TRUE,FALSE,Text,212,68,56,16,896,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-219-204-271-220,New Chat,,0,,41,TRUE,FALSE,Text,212,227,52,16,832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-10-248-81-264,Recent chats,,0,,41,TRUE,FALSE,Text,256,18,71,16,1136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-0-277-321-425,Favorites,,1048576,,20,TRUE,TRUE,Group,285,8,321,148,47508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-0-425-321-3287,Chats,,1048576,,20,TRUE,TRUE,Group,433,8,321,2862,918702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-307-321-366,favorite  chat A call 4/13/2019 No new messages ,,1048576,press,43,TRUE,TRUE,Button,315,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-366-321-425,favorite D-Train chat a photo 6/7/2017 No new messages ,,1048576,press,43,TRUE,TRUE,Button,374,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-455-321-514, g  Recently active chat A call 11:15 AM No new messages selected,,1048576,press,43,TRUE,TRUE,Button,463,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-514-321-573,  g  group chat A call 9/9/2021 No new messages ,,1048576,press,43,TRUE,TRUE,Button,522,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-573-321-632,Meeting with  group chat   has made the chat history visible to everyone 9/9/2021 No new messages ,,1048576,press,43,TRUE,TRUE,Button,581,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-632-321-691, Active now chat A call 1/28/2021 No new messages ,,1048576,press,43,TRUE,TRUE,Button,640,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-691-321-750,    group chat A call 9/8/2020 No new messages ,,1048576,press,43,TRUE,TRUE,Button,699,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-750-321-809,  group chat A call 6/29/2020 No new messages ,,1048576,press,43,TRUE,TRUE,Button,758,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-809-321-868,   group chat A call 6/20/2020 No new messages ,,1048576,press,43,TRUE,TRUE,Button,817,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-868-321-927, chat A call 2/15/2020 No new messages ,,1048576,press,43,TRUE,TRUE,Button,876,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-927-321-986,   g  group chat  added  g  to this conversation 1/5/2020 No new messages ,,1048576,press,43,TRUE,TRUE,Button,935,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-0-986-321-1045,,,1048576,press,43,TRUE,TRUE,Button,994,8,321,59,18939,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-313-106-334,,,0,,41,TRUE,FALSE,Text,321,66,48,21,1008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-78-334-215-355,Call ended - 16m 46s,,0,click ancestor,41,TRUE,FALSE,Text,342,86,137,21,2877,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-251-317-306-333,4/13/2019,,0,,41,TRUE,FALSE,Text,325,259,55,16,880,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-372-107-393,D-Train,,0,,41,TRUE,FALSE,Text,380,66,49,21,1029,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-78-393-117-414,photo,,0,click ancestor,41,TRUE,FALSE,Text,401,86,39,21,819,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-257-376-306-392,6/7/2017,,0,,41,TRUE,FALSE,Text,384,265,49,16,784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-461-147-482, g ,,0,,41,TRUE,FALSE,Text,469,66,89,21,1869,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-78-482-215-503,Call ended - 11m 17s,,0,click ancestor,41,TRUE,FALSE,Text,490,86,137,21,2877,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-255-465-306-481,11:15 AM,,0,,41,TRUE,FALSE,Text,473,263,51,16,816,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-520-198-541,  g ,,0,,41,TRUE,FALSE,Text,528,66,140,21,2940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-78-541-207-562,Call ended - 39m 8s,,0,click ancestor,41,TRUE,FALSE,Text,549,86,129,21,2709,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-257-524-306-540,9/9/2021,,0,,41,TRUE,FALSE,Text,532,265,49,16,784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-579-181-600,Meeting with ,,0,,41,TRUE,FALSE,Text,587,66,123,21,2583,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-60-600-136-621, ,,0,,41,TRUE,FALSE,Text,608,68,76,21,1596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-135-600-248-621, has made the chat history visible to everyone,,0,,41,TRUE,FALSE,Text,608,143,113,21,2373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-257-583-306-599,9/9/2021,,0,,41,TRUE,FALSE,Text,591,265,49,16,784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-638-103-659,,,0,,41,TRUE,FALSE,Text,646,66,45,21,945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-78-659-215-680,Call ended - 10m 48s,,0,click ancestor,41,TRUE,FALSE,Text,667,86,137,21,2877,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-251-642-306-658,1/28/2021,,0,,41,TRUE,FALSE,Text,650,259,55,16,880,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-697-241-718,   ,,0,,41,TRUE,FALSE,Text,705,66,183,21,3843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-78-718-207-739,Call ended - 10m 7s,,0,click ancestor,41,TRUE,FALSE,Text,726,86,129,21,2709,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-257-701-306-717,9/8/2020,,0,,41,TRUE,FALSE,Text,709,265,49,16,784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-756-169-777, ,,0,,41,TRUE,FALSE,Text,764,66,111,21,2331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-78-777-207-798,Call ended - 34m 0s,,0,click ancestor,41,TRUE,FALSE,Text,785,86,129,21,2709,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-251-760-306-776,6/29/2020,,0,,41,TRUE,FALSE,Text,768,259,55,16,880,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5-58-815-235-836,  ,,0,,41,TRUE,FALSE,Text,823,66,177,21,3717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
